"table","seq","column","is_pk","is_fk","id","type","size","proto_vid","description"
"pdd_puf",66,"opoa20",,,"c03V01014","VARCHAR",25,,"Present on Admission (POA)  Other Diagnoses (up to 24). A condition is considered present on admission (POA) if it is identified in the history and physical examination or documented in the current inpatient medical records (e.g., emergency room, initial progress, initial nursing assessment, clinic/office notes). Facilities were required to begin POA reporting for all discharges on or after July 1, 2008. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",67,"odiag21",,,"c03V01015","VARCHAR",5,,"Other Diagnoses (up to 24). All other conditions that coexist at the time of admission, that develop subsequently during the hospital stay, or that affect the treatment received and/or the length of stay. Diagnoses that relate to an earlier episode that have no bearing on the current hospital stay are excluded. They are coded according to the ICD-9-CM. If the reported principal diagnosis code is invalid or missing, it is assigned a default value of 799.9. This variable is masked (*) on records where only one instance of a Principal Diagnosis or Principal Procedure code was reported for a facility."
"pdd_puf",68,"opoa21",,,"c03V01016","VARCHAR",25,,"Present on Admission (POA)  Other Diagnoses (up to 24). A condition is considered present on admission (POA) if it is identified in the history and physical examination or documented in the current inpatient medical records (e.g., emergency room, initial progress, initial nursing assessment, clinic/office notes). Facilities were required to begin POA reporting for all discharges on or after July 1, 2008. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",69,"odiag22",,,"c03V01017","VARCHAR",5,,"Other Diagnoses (up to 24). All other conditions that coexist at the time of admission, that develop subsequently during the hospital stay, or that affect the treatment received and/or the length of stay. Diagnoses that relate to an earlier episode that have no bearing on the current hospital stay are excluded. They are coded according to the ICD-9-CM. If the reported principal diagnosis code is invalid or missing, it is assigned a default value of 799.9. This variable is masked (*) on records where only one instance of a Principal Diagnosis or Principal Procedure code was reported for a facility."
"pdd_puf",70,"opoa22",,,"c03V01018","VARCHAR",25,,"Present on Admission (POA)  Other Diagnoses (up to 24). A condition is considered present on admission (POA) if it is identified in the history and physical examination or documented in the current inpatient medical records (e.g., emergency room, initial progress, initial nursing assessment, clinic/office notes). Facilities were required to begin POA reporting for all discharges on or after July 1, 2008. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",71,"odiag23",,,"c03V01019","VARCHAR",5,,"Other Diagnoses (up to 24). All other conditions that coexist at the time of admission, that develop subsequently during the hospital stay, or that affect the treatment received and/or the length of stay. Diagnoses that relate to an earlier episode that have no bearing on the current hospital stay are excluded. They are coded according to the ICD-9-CM. If the reported principal diagnosis code is invalid or missing, it is assigned a default value of 799.9. This variable is masked (*) on records where only one instance of a Principal Diagnosis or Principal Procedure code was reported for a facility."
"pdd_puf",72,"opoa23",,,"c03V0101a","VARCHAR",25,,"Present on Admission (POA)  Other Diagnoses (up to 24). A condition is considered present on admission (POA) if it is identified in the history and physical examination or documented in the current inpatient medical records (e.g., emergency room, initial progress, initial nursing assessment, clinic/office notes). Facilities were required to begin POA reporting for all discharges on or after July 1, 2008. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",73,"odiag24",,,"c03V0101b","VARCHAR",5,,"Other Diagnoses (up to 24). All other conditions that coexist at the time of admission, that develop subsequently during the hospital stay, or that affect the treatment received and/or the length of stay. Diagnoses that relate to an earlier episode that have no bearing on the current hospital stay are excluded. They are coded according to the ICD-9-CM. If the reported principal diagnosis code is invalid or missing, it is assigned a default value of 799.9. This variable is masked (*) on records where only one instance of a Principal Diagnosis or Principal Procedure code was reported for a facility."
"pdd_puf",74,"opoa24",,,"c03V0101c","VARCHAR",25,,"Present on Admission (POA)  Other Diagnoses (up to 24). A condition is considered present on admission (POA) if it is identified in the history and physical examination or documented in the current inpatient medical records (e.g., emergency room, initial progress, initial nursing assessment, clinic/office notes). Facilities were required to begin POA reporting for all discharges on or after July 1, 2008. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",75,"oproc1",,,"c03V0101d","VARCHAR",4,,"Other Procedures (up to 20). All other procedures, related to the patients stay, which are surgical in nature, carry a procedural risk, carry an anesthetic risk or are needed for DRG assignment. When a patient is admitted within 72 hours (3 days) of a procedure performed in a licensed ambulatory surgery facility or as an outpatient in a hospital, the admitting hospital is required, under billing requirements, to add the procedure (and date) to the inpatient record. Therefore, procedures performed up to 3 days prior to admission are reported. Procedures are coded according to the ICD-9-CM. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",76,"procdy1",,,"c03V0101e","INTEGER",4,,"Other Procedures Days (up to 20). The number of days between the patient's date of admission and date of the other procedure. If the procedure was performed prior to admission, this value will be prefixed with a minus (-) sign. If a secondary procedure is not reported then the number of days is assigned a value of (.). This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",77,"oproc2",,,"c03V0101f","VARCHAR",4,,"Other Procedures (up to 20). All other procedures, related to the patients stay, which are surgical in nature, carry a procedural risk, carry an anesthetic risk or are needed for DRG assignment. When a patient is admitted within 72 hours (3 days) of a procedure performed in a licensed ambulatory surgery facility or as an outpatient in a hospital, the admitting hospital is required, under billing requirements, to add the procedure (and date) to the inpatient record. Therefore, procedures performed up to 3 days prior to admission are reported. Procedures are coded according to the ICD-9-CM. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",78,"procdy2",,,"c03V0101g","INTEGER",4,,"Other Procedures Days (up to 20). The number of days between the patient's date of admission and date of the other procedure. If the procedure was performed prior to admission, this value will be prefixed with a minus (-) sign. If a secondary procedure is not reported then the number of days is assigned a value of (.). This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",79,"oproc3",,,"c03V0101h","VARCHAR",4,,"Other Procedures (up to 20). All other procedures, related to the patients stay, which are surgical in nature, carry a procedural risk, carry an anesthetic risk or are needed for DRG assignment. When a patient is admitted within 72 hours (3 days) of a procedure performed in a licensed ambulatory surgery facility or as an outpatient in a hospital, the admitting hospital is required, under billing requirements, to add the procedure (and date) to the inpatient record. Therefore, procedures performed up to 3 days prior to admission are reported. Procedures are coded according to the ICD-9-CM. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",80,"procdy3",,,"c03V0101i","INTEGER",4,,"Other Procedures Days (up to 20). The number of days between the patient's date of admission and date of the other procedure. If the procedure was performed prior to admission, this value will be prefixed with a minus (-) sign. If a secondary procedure is not reported then the number of days is assigned a value of (.). This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",81,"oproc4",,,"c03V0101j","VARCHAR",4,,"Other Procedures (up to 20). All other procedures, related to the patients stay, which are surgical in nature, carry a procedural risk, carry an anesthetic risk or are needed for DRG assignment. When a patient is admitted within 72 hours (3 days) of a procedure performed in a licensed ambulatory surgery facility or as an outpatient in a hospital, the admitting hospital is required, under billing requirements, to add the procedure (and date) to the inpatient record. Therefore, procedures performed up to 3 days prior to admission are reported. Procedures are coded according to the ICD-9-CM. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",82,"procdy4",,,"c03V0101k","INTEGER",4,,"Other Procedures Days (up to 20). The number of days between the patient's date of admission and date of the other procedure. If the procedure was performed prior to admission, this value will be prefixed with a minus (-) sign. If a secondary procedure is not reported then the number of days is assigned a value of (.). This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",83,"oproc5",,,"c03V0101l","VARCHAR",4,,"Other Procedures (up to 20). All other procedures, related to the patients stay, which are surgical in nature, carry a procedural risk, carry an anesthetic risk or are needed for DRG assignment. When a patient is admitted within 72 hours (3 days) of a procedure performed in a licensed ambulatory surgery facility or as an outpatient in a hospital, the admitting hospital is required, under billing requirements, to add the procedure (and date) to the inpatient record. Therefore, procedures performed up to 3 days prior to admission are reported. Procedures are coded according to the ICD-9-CM. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",84,"procdy5",,,"c03V0101m","INTEGER",4,,"Other Procedures Days (up to 20). The number of days between the patient's date of admission and date of the other procedure. If the procedure was performed prior to admission, this value will be prefixed with a minus (-) sign. If a secondary procedure is not reported then the number of days is assigned a value of (.). This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",85,"oproc6",,,"c03V0101n","VARCHAR",4,,"Other Procedures (up to 20). All other procedures, related to the patients stay, which are surgical in nature, carry a procedural risk, carry an anesthetic risk or are needed for DRG assignment. When a patient is admitted within 72 hours (3 days) of a procedure performed in a licensed ambulatory surgery facility or as an outpatient in a hospital, the admitting hospital is required, under billing requirements, to add the procedure (and date) to the inpatient record. Therefore, procedures performed up to 3 days prior to admission are reported. Procedures are coded according to the ICD-9-CM. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",86,"procdy6",,,"c03V0101o","INTEGER",4,,"Other Procedures Days (up to 20). The number of days between the patient's date of admission and date of the other procedure. If the procedure was performed prior to admission, this value will be prefixed with a minus (-) sign. If a secondary procedure is not reported then the number of days is assigned a value of (.). This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",87,"oproc7",,,"c03V0101p","VARCHAR",4,,"Other Procedures (up to 20). All other procedures, related to the patients stay, which are surgical in nature, carry a procedural risk, carry an anesthetic risk or are needed for DRG assignment. When a patient is admitted within 72 hours (3 days) of a procedure performed in a licensed ambulatory surgery facility or as an outpatient in a hospital, the admitting hospital is required, under billing requirements, to add the procedure (and date) to the inpatient record. Therefore, procedures performed up to 3 days prior to admission are reported. Procedures are coded according to the ICD-9-CM. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",88,"procdy7",,,"c03V0101q","INTEGER",4,,"Other Procedures Days (up to 20). The number of days between the patient's date of admission and date of the other procedure. If the procedure was performed prior to admission, this value will be prefixed with a minus (-) sign. If a secondary procedure is not reported then the number of days is assigned a value of (.). This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",89,"oproc8",,,"c03V0101r","VARCHAR",4,,"Other Procedures (up to 20). All other procedures, related to the patients stay, which are surgical in nature, carry a procedural risk, carry an anesthetic risk or are needed for DRG assignment. When a patient is admitted within 72 hours (3 days) of a procedure performed in a licensed ambulatory surgery facility or as an outpatient in a hospital, the admitting hospital is required, under billing requirements, to add the procedure (and date) to the inpatient record. Therefore, procedures performed up to 3 days prior to admission are reported. Procedures are coded according to the ICD-9-CM. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",90,"procdy8",,,"c03V0101s","INTEGER",4,,"Other Procedures Days (up to 20). The number of days between the patient's date of admission and date of the other procedure. If the procedure was performed prior to admission, this value will be prefixed with a minus (-) sign. If a secondary procedure is not reported then the number of days is assigned a value of (.). This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",91,"oproc9",,,"c03V0101t","VARCHAR",4,,"Other Procedures (up to 20). All other procedures, related to the patients stay, which are surgical in nature, carry a procedural risk, carry an anesthetic risk or are needed for DRG assignment. When a patient is admitted within 72 hours (3 days) of a procedure performed in a licensed ambulatory surgery facility or as an outpatient in a hospital, the admitting hospital is required, under billing requirements, to add the procedure (and date) to the inpatient record. Therefore, procedures performed up to 3 days prior to admission are reported. Procedures are coded according to the ICD-9-CM. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",92,"procdy9",,,"c03V0101u","INTEGER",4,,"Other Procedures Days (up to 20). The number of days between the patient's date of admission and date of the other procedure. If the procedure was performed prior to admission, this value will be prefixed with a minus (-) sign. If a secondary procedure is not reported then the number of days is assigned a value of (.). This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",93,"oproc10",,,"c03V0101v","VARCHAR",4,,"Other Procedures (up to 20). All other procedures, related to the patients stay, which are surgical in nature, carry a procedural risk, carry an anesthetic risk or are needed for DRG assignment. When a patient is admitted within 72 hours (3 days) of a procedure performed in a licensed ambulatory surgery facility or as an outpatient in a hospital, the admitting hospital is required, under billing requirements, to add the procedure (and date) to the inpatient record. Therefore, procedures performed up to 3 days prior to admission are reported. Procedures are coded according to the ICD-9-CM. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",94,"procdy10",,,"c03V0101w","INTEGER",4,,"Other Procedures Days (up to 20). The number of days between the patient's date of admission and date of the other procedure. If the procedure was performed prior to admission, this value will be prefixed with a minus (-) sign. If a secondary procedure is not reported then the number of days is assigned a value of (.). This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",95,"oproc11",,,"c03V0101x","VARCHAR",4,,"Other Procedures (up to 20). All other procedures, related to the patients stay, which are surgical in nature, carry a procedural risk, carry an anesthetic risk or are needed for DRG assignment. When a patient is admitted within 72 hours (3 days) of a procedure performed in a licensed ambulatory surgery facility or as an outpatient in a hospital, the admitting hospital is required, under billing requirements, to add the procedure (and date) to the inpatient record. Therefore, procedures performed up to 3 days prior to admission are reported. Procedures are coded according to the ICD-9-CM. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",96,"procdy11",,,"c03V0101y","INTEGER",4,,"Other Procedures Days (up to 20). The number of days between the patient's date of admission and date of the other procedure. If the procedure was performed prior to admission, this value will be prefixed with a minus (-) sign. If a secondary procedure is not reported then the number of days is assigned a value of (.). This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",97,"oproc12",,,"c03V0101z","VARCHAR",4,,"Other Procedures (up to 20). All other procedures, related to the patients stay, which are surgical in nature, carry a procedural risk, carry an anesthetic risk or are needed for DRG assignment. When a patient is admitted within 72 hours (3 days) of a procedure performed in a licensed ambulatory surgery facility or as an outpatient in a hospital, the admitting hospital is required, under billing requirements, to add the procedure (and date) to the inpatient record. Therefore, procedures performed up to 3 days prior to admission are reported. Procedures are coded according to the ICD-9-CM. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",98,"procdy12",,,"c03V0101A","INTEGER",4,,"Other Procedures Days (up to 20). The number of days between the patient's date of admission and date of the other procedure. If the procedure was performed prior to admission, this value will be prefixed with a minus (-) sign. If a secondary procedure is not reported then the number of days is assigned a value of (.). This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",99,"oproc13",,,"c03V0101B","VARCHAR",4,,"Other Procedures (up to 20). All other procedures, related to the patients stay, which are surgical in nature, carry a procedural risk, carry an anesthetic risk or are needed for DRG assignment. When a patient is admitted within 72 hours (3 days) of a procedure performed in a licensed ambulatory surgery facility or as an outpatient in a hospital, the admitting hospital is required, under billing requirements, to add the procedure (and date) to the inpatient record. Therefore, procedures performed up to 3 days prior to admission are reported. Procedures are coded according to the ICD-9-CM. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",100,"procdy13",,,"c03V0101C","INTEGER",4,,"Other Procedures Days (up to 20). The number of days between the patient's date of admission and date of the other procedure. If the procedure was performed prior to admission, this value will be prefixed with a minus (-) sign. If a secondary procedure is not reported then the number of days is assigned a value of (.). This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",101,"oproc14",,,"c03V0101D","VARCHAR",4,,"Other Procedures (up to 20). All other procedures, related to the patients stay, which are surgical in nature, carry a procedural risk, carry an anesthetic risk or are needed for DRG assignment. When a patient is admitted within 72 hours (3 days) of a procedure performed in a licensed ambulatory surgery facility or as an outpatient in a hospital, the admitting hospital is required, under billing requirements, to add the procedure (and date) to the inpatient record. Therefore, procedures performed up to 3 days prior to admission are reported. Procedures are coded according to the ICD-9-CM. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",102,"procdy14",,,"c03V0101E","INTEGER",4,,"Other Procedures Days (up to 20). The number of days between the patient's date of admission and date of the other procedure. If the procedure was performed prior to admission, this value will be prefixed with a minus (-) sign. If a secondary procedure is not reported then the number of days is assigned a value of (.). This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",103,"oproc15",,,"c03V0101F","VARCHAR",4,,"Other Procedures (up to 20). All other procedures, related to the patients stay, which are surgical in nature, carry a procedural risk, carry an anesthetic risk or are needed for DRG assignment. When a patient is admitted within 72 hours (3 days) of a procedure performed in a licensed ambulatory surgery facility or as an outpatient in a hospital, the admitting hospital is required, under billing requirements, to add the procedure (and date) to the inpatient record. Therefore, procedures performed up to 3 days prior to admission are reported. Procedures are coded according to the ICD-9-CM. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",104,"procdy15",,,"c03V0101G","INTEGER",4,,"Other Procedures Days (up to 20). The number of days between the patient's date of admission and date of the other procedure. If the procedure was performed prior to admission, this value will be prefixed with a minus (-) sign. If a secondary procedure is not reported then the number of days is assigned a value of (.). This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",105,"oproc16",,,"c03V0101H","VARCHAR",4,,"Other Procedures (up to 20). All other procedures, related to the patients stay, which are surgical in nature, carry a procedural risk, carry an anesthetic risk or are needed for DRG assignment. When a patient is admitted within 72 hours (3 days) of a procedure performed in a licensed ambulatory surgery facility or as an outpatient in a hospital, the admitting hospital is required, under billing requirements, to add the procedure (and date) to the inpatient record. Therefore, procedures performed up to 3 days prior to admission are reported. Procedures are coded according to the ICD-9-CM. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",106,"procdy16",,,"c03V0101I","INTEGER",4,,"Other Procedures Days (up to 20). The number of days between the patient's date of admission and date of the other procedure. If the procedure was performed prior to admission, this value will be prefixed with a minus (-) sign. If a secondary procedure is not reported then the number of days is assigned a value of (.). This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",107,"oproc17",,,"c03V0101J","VARCHAR",4,,"Other Procedures (up to 20). All other procedures, related to the patients stay, which are surgical in nature, carry a procedural risk, carry an anesthetic risk or are needed for DRG assignment. When a patient is admitted within 72 hours (3 days) of a procedure performed in a licensed ambulatory surgery facility or as an outpatient in a hospital, the admitting hospital is required, under billing requirements, to add the procedure (and date) to the inpatient record. Therefore, procedures performed up to 3 days prior to admission are reported. Procedures are coded according to the ICD-9-CM. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",108,"procdy17",,,"c03V0101K","INTEGER",4,,"Other Procedures Days (up to 20). The number of days between the patient's date of admission and date of the other procedure. If the procedure was performed prior to admission, this value will be prefixed with a minus (-) sign. If a secondary procedure is not reported then the number of days is assigned a value of (.). This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",109,"oproc18",,,"c03V0101L","VARCHAR",4,,"Other Procedures (up to 20). All other procedures, related to the patients stay, which are surgical in nature, carry a procedural risk, carry an anesthetic risk or are needed for DRG assignment. When a patient is admitted within 72 hours (3 days) of a procedure performed in a licensed ambulatory surgery facility or as an outpatient in a hospital, the admitting hospital is required, under billing requirements, to add the procedure (and date) to the inpatient record. Therefore, procedures performed up to 3 days prior to admission are reported. Procedures are coded according to the ICD-9-CM. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",110,"procdy18",,,"c03V0101M","INTEGER",4,,"Other Procedures Days (up to 20). The number of days between the patient's date of admission and date of the other procedure. If the procedure was performed prior to admission, this value will be prefixed with a minus (-) sign. If a secondary procedure is not reported then the number of days is assigned a value of (.). This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",111,"oproc19",,,"c03V0101N","VARCHAR",4,,"Other Procedures (up to 20). All other procedures, related to the patients stay, which are surgical in nature, carry a procedural risk, carry an anesthetic risk or are needed for DRG assignment. When a patient is admitted within 72 hours (3 days) of a procedure performed in a licensed ambulatory surgery facility or as an outpatient in a hospital, the admitting hospital is required, under billing requirements, to add the procedure (and date) to the inpatient record. Therefore, procedures performed up to 3 days prior to admission are reported. Procedures are coded according to the ICD-9-CM. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",112,"procdy19",,,"c03V0101O","INTEGER",4,,"Other Procedures Days (up to 20). The number of days between the patient's date of admission and date of the other procedure. If the procedure was performed prior to admission, this value will be prefixed with a minus (-) sign. If a secondary procedure is not reported then the number of days is assigned a value of (.). This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",113,"oproc20",,,"c03V0101P","VARCHAR",4,,"Other Procedures (up to 20). All other procedures, related to the patients stay, which are surgical in nature, carry a procedural risk, carry an anesthetic risk or are needed for DRG assignment. When a patient is admitted within 72 hours (3 days) of a procedure performed in a licensed ambulatory surgery facility or as an outpatient in a hospital, the admitting hospital is required, under billing requirements, to add the procedure (and date) to the inpatient record. Therefore, procedures performed up to 3 days prior to admission are reported. Procedures are coded according to the ICD-9-CM. This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",114,"procdy20",,,"c03V0101Q","INTEGER",4,,"Other Procedures Days (up to 20). The number of days between the patient's date of admission and date of the other procedure. If the procedure was performed prior to admission, this value will be prefixed with a minus (-) sign. If a secondary procedure is not reported then the number of days is assigned a value of (.). This variable is masked (*) on records where only one instance of a Principal Diagnosis code or Principal Procedure code was reported for a facility."
"pdd_puf",115,"sev_code",,,"c03V0101R","VARCHAR",38,,"MS-DRG Severity Code. MS-DRGs are assigned based on the presence/absence of a complication/comorbidity (CC) or major complication/comorbidity (MCC). MCCs are reserved for the more severely ill patients with life-threatening conditions. The revised CCs are reserved for patients with significant acute diseases, acute exacerbation of chronic diseases, advanced or end stage chronic diseases, or chronic diseases associated with extensive debility. The lists of ICD-9 codes for CC or MCC are mutually exclusive."
"pdd_puf",116,"cat_code",,,"c03V0101S","VARCHAR",17,,"MS-DRG Category. Each MS-DRG is categorized into one of three codes: Medical, Surgical, or Ungroupable."
"pdd_puf",117,"charge",,,"c03V0101T","VARCHAR",8,,"Total Charges (Rounded). Total Charges include all charges for services rendered during the length of stay for patient care at the facility, based on the hospital's full established rates (before contractual adjustments). Charges include, but are not limited to, daily hospital services, ancillary services and any patient care services. Hospital-based physician fees are excluded. Prepayments (e.g., deposits and prepaid admissions) are not deducted from Total Charges.
Total charges are reported in whole numbers and are rounded to the nearest thousand dollars ($1000). A zero amount is shown when the charges were less than $499.99, when there were no charges, when the charge is unknown, or when an invalid value is reported. Facilities with approved modifications to not report Total Charges are listed in Appendix C  Modifications and Exceptions. Total Charges of $9,999,999 indicates the actual charges exceed the maximum seven digit input field size. When a patient's length of stay is more than 1 year (365 days), only the last 365 days of charges are reported. Use the following formula to adjust total charges to reflect stays more than 1 year in length:
Adjusted Total Charges = (Total Charges / 365 days) x Length of Stay
For more information, see the documentation provided by the MIRCal (data submission) system: http://www.oshpd.ca.gov/HID/MIRCal/Text_pdfs/ManualsGuides/IPManual/TotalCharges.pdf."
"pdd_puf",118,"grouper",,,"c03V0101U","VARCHAR",4,,"MS-DRG Grouper Version. The MS-DRG grouper version used for any given record corresponds to the federal fiscal year."
"pdd_puf",119,"dschyear",,,"c03V0101V","VARCHAR",4,,"Discharge Year. The year the patient was discharged."
"pdd_puf",120,"patzip3",,,"c03V0101W","VARCHAR",3,,"Patient 3-Digit ZIP Code. The patients 3-digit ZIP Code of residence. If the ZIP Code is unknown, invalid, or blank, it is assigned a value of XXX. Foreign residents are assigned a ZIP Code of YYY and homeless are assigned a ZIP Code of ZZZ. If only the city of residence is known, the citys 3-digit ZIP is assigned to the record."
"pdd_puf",121,"oshpd_name",,,"c03V0101X","VARCHAR",60,,"Hospital Name. The facility name documented on the official license issued by the California Department of Public Health (CDPH) Licensing and Certification Division and submitted to OSHPDs Licensed Facility Information System (LFIS). Displayed names use a standardized doing business as naming format. Note that names associated with facility IDs potentially change across years and year-specific code-label crosswalks must be used."
"pdd_puf",122,"msdrg_name",,,"c03V0101Y","VARCHAR",68,,"Medicare Severity-Diagnosis Related Group Name (MS-DRG Name). MS-DRG descriptive label (for example, Spinal Procedures W/MCC). This variable is included in the Label, but not the Code version of the file. To assist users of the Code file, a proc format file is available to associate the variables code values with labels. Note that MS-DRG codes and their associated labels potentially change across years and year-specific code-label crosswalk lists must be used."
"pdd_puf",123,"mdc_name",,,"c03V0101Z","VARCHAR",64,,"Major Diagnostic Category Name (MDC Name). MDC descriptive label (for example, Burns). This variable is included in the Label, but not the Code version of the file. To assist users of the Code file, a proc format file is available to associate the variables code values with labels."
,,,,,,,,,
"pdd_puf_c",1,"id",1,,"t03V02","INTEGER",6,,"Public Discharge Data, Public Use File, with integer codes instead of strings"
"pdd_puf_c",2,"year",,,"c03V02002","INTEGER",,"dates.year","Year"
"pdd_puf_c",3,"oshpd_id",,,"c03V02003","VARCHAR",6,,"Hospital Identification Number. A unique six-digit identifier assigned to each facility by the Office of Statewide Health Planning and Development. The first two digits indicate the county in which the facility is located. The last four digits are unique within each county. Appendix F - Counts by Facility (Discharges) (PDD) lists facility ID number, name, and number of discharges."
"pdd_puf_c",4,"typ_care",,,"c03V02004","VARCHAR",1,,"Type of Care. Defined by the California Health and Safety Code, this refers to thelicensure of the bed occupied by an inpatient. The types ofcare aredocumented on the official license issued by CDPH Licensing andCertification Division."
"pdd_puf_c",5,"los",,,"c03V02005","INTEGER",4,,"Length of Stay. Total number of days from admission date to discharge date. Patients admitted and discharged on the same day are assigned a length of stay of 0 days."
"pdd_puf_c",6,"adm_src",,,"c03V02006","VARCHAR",3,,"Source of Admission. The site and licensure where the patient originated and the route by which the patient was admitted. For more information, see the documentation provided by the MIRCal (data submission) system: http://www.oshpd.ca.gov/HID/MIRCal/Text_pdfs/ManualsGuides/IPManual/SourceAdmission.pdf."
"pdd_puf_c",7,"adm_type",,,"c03V02007","VARCHAR",1,,"Type of Admission. When the patients admission was arranged."
"pdd_puf_c",8,"disp",,,"c03V02008","VARCHAR",2,,"Disposition. The consequent arrangement or event ending a patients stay in the hospital. For more information, see the documentation provided by the MIRCal (data submission) system: http://www.oshpd.ca.gov/HID/MIRCal/Text_pdfs/ManualsGuides/IPManual/Disposition.pdf."
"pdd_puf_c",9,"pay_cat",,,"c03V02009","VARCHAR",1,,"Expected Source of Payment  Payer Category. The type of entity or organization expected to pay the greatest share of the patients bill. For more information, see the documentation provided by the MIRCal (data submission) system: http://www.oshpd.ca.gov/HID/MIRCal/Text_pdfs/ManualsGuides/IPManual/ExpectedSourcePayment.pdf."
